Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,LSTM_Mean,LSTM_CI_Lower,LSTM_CI_Upper,LSTM_PI_Lower,LSTM_PI_Upper,Dataset,Horizon,Horizon_Months
2017-01-01,6505.0,7064.979816460045,7064.979816460044,7064.979816460046,5136.674865777176,8993.284767142914,5183.293,3814.5554,6552.0303,3011.7969,7354.789,Train,2020-2023,48
2017-02-01,5813.0,6617.3485603628815,6617.348560362881,6617.348560362882,4689.043609680012,8545.65351104575,4968.699,3769.9658,6167.4326,2797.2031,7140.1953,Train,2020-2023,48
2017-03-01,6379.0,6327.2422971491615,6327.2422971491615,6327.2422971491615,4398.937346466292,8255.54724783203,4896.9956,3625.99,6168.001,2725.4995,7068.4917,Train,2020-2023,48
2017-04-01,6091.0,6079.626160975285,6079.626160975284,6079.6261609752855,4151.321210292415,8007.931111658154,5501.031,4736.409,6265.6523,3329.5347,7672.527,Train,2020-2023,48
2017-05-01,6219.0,6094.638202705189,6094.638202705189,6094.638202705189,4166.333252022319,8022.943153388058,5196.1133,4197.0747,6195.152,3024.6172,7367.6094,Train,2020-2023,48
2017-06-01,6052.0,6090.939190626028,6090.939190626028,6090.939190626028,4162.634239943159,8019.244141308897,5827.1514,4679.255,6975.048,3655.6553,7998.6475,Train,2020-2023,48
2017-07-01,6105.0,6422.361091399268,6422.361091399268,6422.361091399268,4494.056140716399,8350.666042082137,5390.856,4127.7656,6653.9463,3219.3599,7562.352,Train,2020-2023,48
2017-08-01,6030.0,5999.032302168206,5999.032302168206,5999.032302168206,4070.727351485337,7927.337252851075,5766.686,4356.8184,7176.5537,3595.19,7938.182,Train,2020-2023,48
2017-09-01,5969.0,5912.376100839152,5912.376100839152,5912.376100839152,3984.071150156283,7840.681051522021,5475.9995,4301.219,6650.78,3304.5034,7647.4956,Train,2020-2023,48
2017-10-01,5707.0,6139.177723255214,6139.177723255213,6139.177723255215,4210.872772572345,8067.482673938083,6060.673,4779.1206,7342.225,3889.1768,8232.169,Train,2020-2023,48
2017-11-01,5681.0,5630.112178760209,5630.112178760208,5630.11217876021,3701.8072280773395,7558.417129443078,5226.2334,3907.143,6545.3237,3054.7373,7397.7295,Train,2020-2023,48
2017-12-01,6052.0,5948.060635920198,5948.0606359201975,5948.060635920199,4019.755685237329,7876.365586603068,5672.947,4833.382,6512.5117,3501.4507,7844.443,Train,2020-2023,48
2018-01-01,5904.0,6813.856842262458,6813.856842262457,6813.8568422624585,4885.551891579588,8742.161792945326,5097.0845,3499.456,6694.713,2925.5884,7268.5806,Train,2020-2023,48
2018-02-01,5426.0,5575.215556047499,5575.2155560474985,5575.2155560475,3646.91060536463,7503.520506730369,6026.943,4185.7324,7868.1533,3855.4468,8198.439,Train,2020-2023,48
2018-03-01,6005.0,5979.405474600747,5979.405474600747,5979.405474600747,4051.1005239178776,7907.710425283616,5169.3955,3872.4128,6466.378,2997.8994,7340.8916,Train,2020-2023,48
2018-04-01,5766.0,5698.739568918026,5698.739568918026,5698.739568918026,3770.4346182351564,7627.044519600895,5424.918,4386.4224,6463.4136,3253.4219,7596.414,Train,2020-2023,48
2018-05-01,5946.0,5843.610855974663,5843.610855974662,5843.6108559746635,3915.3059052917934,7771.915806657532,5375.3354,4298.2344,6452.4365,3203.8394,7546.8315,Train,2020-2023,48
2018-06-01,5981.0,5784.347348858907,5784.347348858907,5784.347348858907,3856.0423981760378,7712.652299541776,4965.753,3659.6514,6271.8545,2794.2568,7137.249,Train,2020-2023,48
2018-07-01,6104.0,6172.2512938969,6172.2512938969,6172.2512938969,4243.946343214031,8100.55624457977,5573.846,3642.6873,7505.005,3402.35,7745.3423,Train,2020-2023,48
2018-08-01,5991.0,6011.273621553612,6011.273621553612,6011.273621553612,4082.968670870743,7939.578572236482,5834.9175,4516.0884,7153.7466,3663.4214,8006.4136,Train,2020-2023,48
2018-09-01,5670.0,5905.972321501537,5905.9723215015365,5905.972321501538,3977.667370818668,7834.277272184407,6010.747,3674.2146,8347.279,3839.251,8182.243,Train,2020-2023,48
2018-10-01,5709.0,5607.717167184074,5607.717167184073,5607.717167184075,3679.412216501205,7536.0221178669435,5189.94,3492.7842,6887.0957,3018.4438,7361.436,Train,2020-2023,48
2018-11-01,5416.0,5637.518087418205,5637.518087418205,5637.518087418205,3709.213136735336,7565.823038101074,5142.006,4034.0217,6249.99,2970.5098,7313.502,Train,2020-2023,48
2018-12-01,5793.0,5762.875392061121,5762.87539206112,5762.875392061122,3834.5704413782514,7691.18034274399,5618.6685,3962.334,7275.003,3447.1724,7790.1646,Train,2020-2023,48
2019-01-01,5750.0,5887.130407117916,5887.130407117915,5887.130407117917,3958.8254564350464,7815.435357800785,5303.3184,4203.887,6402.7495,3131.8223,7474.8145,Train,2020-2023,48
2019-02-01,5399.0,5361.820505674964,5361.820505674963,5361.820505674965,3433.5155549920946,7290.125456357833,5899.077,3566.682,8231.473,3727.581,8070.573,Train,2020-2023,48
2019-03-01,6123.0,5966.125379999599,5966.125379999598,5966.1253799996,4037.82042931673,7894.430330682469,5579.66,4222.2573,6937.063,3408.164,7751.1562,Train,2020-2023,48
2019-04-01,5730.0,5853.500185744103,5853.500185744103,5853.500185744103,3925.1952350612337,7781.805136426972,6177.704,3517.3806,8838.027,4006.208,8349.2,Train,2020-2023,48
2019-05-01,6015.0,5854.397180980232,5854.397180980232,5854.397180980232,3926.092230297363,7782.702131663102,5454.538,4220.5,6688.576,3283.042,7626.034,Train,2020-2023,48
2019-06-01,5989.0,5976.1807051169235,5976.1807051169235,5976.1807051169235,4047.875754434054,7904.485655799793,5166.3936,3577.0833,6755.704,2994.8975,7337.8896,Train,2020-2023,48
2019-07-01,6333.0,6153.816206155919,6153.816206155919,6153.816206155919,4225.5112554730495,8082.121156838788,5686.541,3002.329,8370.753,3515.045,7858.037,Train,2020-2023,48
2019-08-01,6388.0,6205.540708931513,6205.540708931512,6205.540708931514,4277.235758248644,8133.845659614382,5265.9414,4139.0703,6392.8125,3094.4453,7437.4375,Train,2020-2023,48
2019-09-01,6048.0,6145.923999741461,6145.92399974146,6145.923999741462,4217.619049058591,8074.22895042433,4301.7246,2801.692,5801.7573,2130.2285,6473.2207,Train,2020-2023,48
2019-10-01,6322.0,6055.889201542898,6055.889201542897,6055.889201542899,4127.584250860029,7984.1941522257675,5557.0127,3528.3118,7585.714,3385.5166,7728.509,Train,2020-2023,48
2019-11-01,6405.0,6140.470592509685,6140.470592509684,6140.470592509686,4212.165641826816,8068.775543192554,5244.7773,4310.632,6178.923,3073.2812,7416.2734,Train,2020-2023,48
2019-12-01,6523.0,6776.260344783286,6776.260344783285,6776.260344783287,4847.955394100417,8704.565295466155,5053.66,3990.8848,6116.4355,2882.164,7225.1562,Train,2020-2023,48
2020-01-01,6732.0,6547.088561760247,6547.088561760247,6547.088561760247,4618.783611077378,8475.393512443115,5242.4717,4340.8755,6144.068,3070.9756,7413.968,Test,2020-2023,48
2020-02-01,6587.0,6104.018978825162,6104.018978825161,6104.018978825163,4175.714028142293,8032.323929508031,5505.948,3597.9224,7413.974,3334.4521,7677.4443,Test,2020-2023,48
2020-03-01,7438.0,6763.997570833244,6763.997570833243,6763.997570833245,4835.692620150375,8692.302521516112,5477.144,3961.6921,6992.5957,3305.648,7648.64,Test,2020-2023,48
2020-04-01,8138.0,6428.03375876442,6428.033758764419,6428.033758764421,4499.728808081551,8356.33870944729,4935.4365,3749.552,6121.3213,2763.9404,7106.9326,Test,2020-2023,48
2020-05-01,9609.0,6659.208208597882,6659.208208597881,6659.208208597883,4730.903257915013,8587.51315928075,5228.063,4130.2915,6325.8345,3056.567,7399.559,Test,2020-2023,48
2020-06-01,8378.0,6623.868984683088,6623.868984683087,6623.8689846830885,4695.564034000218,8552.173935365956,5098.7744,3327.6797,6869.869,2927.2783,7270.2705,Test,2020-2023,48
2020-07-01,8692.0,6861.477601975666,6861.477601975666,6861.477601975666,4933.172651292797,8789.782552658535,6725.66,3892.6096,9558.711,4554.164,8897.156,Test,2020-2023,48
2020-08-01,8436.0,6851.552374798108,6851.552374798106,6851.55237479811,4923.247424115239,8779.857325480976,4842.826,2775.3474,6910.3047,2671.33,7014.3223,Test,2020-2023,48
2020-09-01,7657.0,6565.116080438083,6565.1160804380825,6565.116080438084,4636.811129755214,8493.421031120952,5658.4204,4534.4907,6782.35,3486.9243,7829.9165,Test,2020-2023,48
2020-10-01,7537.0,6686.362660226832,6686.3626602268305,6686.362660226834,4758.057709543963,8614.6676109097,6570.25,2534.5725,10605.928,4398.754,8741.746,Test,2020-2023,48
2020-11-01,7498.0,6655.874066652685,6655.874066652683,6655.874066652686,4727.569115969815,8584.179017335553,5595.8647,3780.4512,7411.2783,3424.3687,7767.361,Test,2020-2023,48
2020-12-01,7861.0,6883.1630187121755,6883.1630187121755,6883.1630187121755,4954.858068029306,8811.467969395044,5960.311,4153.316,7767.306,3788.815,8131.807,Test,2020-2023,48
2021-01-01,9066.0,6860.308113429002,6860.308113429002,6860.308113429002,4932.003162746133,8788.61306411187,6794.759,4334.6772,9254.84,4623.2627,8966.255,Test,2020-2023,48
2021-02-01,7946.0,6434.251631884211,6434.251631884211,6434.251631884211,4505.946681201342,8362.55658256708,6154.2466,4332.501,7975.992,3982.7505,8325.742,Test,2020-2023,48
2021-03-01,9528.0,7096.146461829661,7096.14646182966,7096.146461829662,5167.841511146792,9024.45141251253,5835.423,3699.8633,7970.9824,3663.9268,8006.919,Test,2020-2023,48
2021-04-01,9644.0,6762.816170645192,6762.816170645192,6762.816170645192,4834.511219962323,8691.12112132806,6816.018,4033.834,9598.202,4644.522,8987.514,Test,2020-2023,48
2021-05-01,9504.0,6998.558547253704,6998.558547253703,6998.558547253705,5070.253596570835,8926.863497936572,6216.997,4053.6792,8380.314,4045.501,8388.493,Test,2020-2023,48
2021-06-01,9207.0,6977.865805226285,6977.865805226285,6977.865805226285,5049.560854543416,8906.170755909154,7879.458,4176.7236,11582.192,5707.962,10050.954,Test,2020-2023,48
2021-07-01,9545.0,7222.149910571838,7222.149910571837,7222.1499105718385,5293.844959888968,9150.454861254706,6023.249,3648.493,8398.005,3851.753,8194.745,Test,2020-2023,48
2021-08-01,9546.0,7210.503670559445,7210.503670559444,7210.503670559446,5282.1987198765755,9138.808621242313,7283.529,5083.122,9483.936,5112.0327,9455.025,Test,2020-2023,48
2021-09-01,9125.0,6904.571122950629,6904.571122950627,6904.5711229506305,4976.266172267759,8832.876073633497,7284.9365,4547.299,10022.574,5113.4404,9456.433,Test,2020-2023,48
2021-10-01,8929.0,7049.795826785057,7049.795826785056,7049.795826785058,5121.490876102188,8978.100777467926,6807.568,3654.8362,9960.3,4636.072,8979.064,Test,2020-2023,48
2021-11-01,8474.0,7001.899495218184,7001.899495218183,7001.899495218185,5073.5945445353145,8930.204445901052,6618.553,3800.8127,9436.294,4447.057,8790.049,Test,2020-2023,48
2021-12-01,8812.0,7227.9240740218465,7227.924074021846,7227.924074021847,5299.619123338977,9156.229024704715,6452.9873,4022.0303,8883.944,4281.491,8624.483,Test,2020-2023,48
2022-01-01,9266.0,7213.3352542434895,7213.335254243488,7213.335254243491,5285.03030356062,9141.640204926358,7383.2236,4144.1553,10622.292,5211.7275,9554.72,Test,2020-2023,48
2022-02-01,8713.0,6796.132251680565,6796.132251680564,6796.132251680566,4867.827300997696,8724.437202363433,6302.611,4179.0693,8426.152,4131.1147,8474.107,Test,2020-2023,48
2022-03-01,9427.0,7468.406942988671,7468.40694298867,7468.406942988672,5540.101992305802,9396.71189367154,6561.9297,2443.4429,10680.416,4390.4336,8733.426,Test,2020-2023,48
2022-04-01,8786.0,7123.980109847007,7123.980109847006,7123.980109847008,5195.675159164138,9052.285060529875,6139.6777,4372.243,7907.1123,3968.1816,8311.174,Test,2020-2023,48
2022-05-01,9042.0,7367.189609987414,7367.189609987414,7367.189609987414,5438.884659304545,9295.494560670282,7134.749,5303.1816,8966.316,4963.253,9306.245,Test,2020-2023,48
2022-06-01,9072.0,7341.8904913980905,7341.8904913980905,7341.8904913980905,5413.585540715221,9270.19544208096,8039.1626,4227.6836,11850.642,5867.6665,10210.658,Test,2020-2023,48
2022-07-01,9679.0,7601.936697544641,7601.93669754464,7601.936697544642,5673.631746861772,9530.24164822751,6708.7524,4433.337,8984.168,4537.2563,8880.248,Test,2020-2023,48
2022-08-01,9325.0,7602.377909313761,7602.377909313761,7602.377909313761,5674.072958630892,9530.68285999663,6291.9595,2952.587,9631.332,4120.4634,8463.455,Test,2020-2023,48
2022-09-01,8977.0,7295.383741939206,7295.383741939205,7295.383741939207,5367.078791256336,9223.688692622074,5903.5854,2635.7886,9171.383,3732.0894,8075.0815,Test,2020-2023,48
2022-10-01,9245.0,7457.107239069786,7457.1072390697855,7457.107239069787,5528.802288386917,9385.412189752655,7777.7383,4072.796,11482.681,5606.242,9949.234,Test,2020-2023,48
2022-11-01,9026.0,7436.474033849752,7436.474033849751,7436.474033849753,5508.169083166883,9364.77898453262,8102.3594,3492.2231,12712.496,5930.8633,10273.855,Test,2020-2023,48
2022-12-01,9733.0,7643.9245546947,7643.924554694699,7643.924554694702,5715.619604011831,9572.229505377569,8311.922,2882.5522,13741.291,6140.426,10483.418,Test,2020-2023,48
2023-01-01,9485.0,7634.023827781579,7634.023827781579,7634.023827781579,5705.7188770987095,9562.328778464447,7699.8765,2785.124,12614.629,5528.3804,9871.373,Test,2020-2023,48
2023-02-01,8634.0,7210.073807986928,7210.073807986928,7210.073807986928,5281.768857304059,9138.378758669796,6904.2827,2713.1055,11095.46,4732.7866,9075.779,Test,2020-2023,48
2023-03-01,9721.0,7877.591392128472,7877.59139212847,7877.591392128474,5949.286441445603,9805.89634281134,9870.182,2865.2627,16875.102,7698.6855,12041.678,Test,2020-2023,48
2023-04-01,9417.0,7537.4313116149115,7537.431311614911,7537.431311614912,5609.126360932042,9465.73626229778,9248.93,2767.6924,15730.167,7077.4336,11420.426,Test,2020-2023,48
2023-05-01,9674.0,7776.660845249197,7776.660845249197,7776.660845249197,5848.355894566328,9704.965795932067,7408.6885,2879.8774,11937.5,5237.1924,9580.185,Test,2020-2023,48
2023-06-01,9064.0,7750.762708363456,7750.762708363455,7750.762708363457,5822.457757680587,9679.067659046324,7674.2905,3029.6064,12318.975,5502.7944,9845.787,Test,2020-2023,48
2023-07-01,9551.0,8002.926576575528,8002.926576575526,8002.92657657553,6074.621625892659,9931.231527258396,7215.3774,2054.523,12376.232,5043.8813,9386.873,Test,2020-2023,48
2023-08-01,9350.0,7998.519310394424,7998.519310394422,7998.519310394426,6070.214359711555,9926.824261077292,9079.683,1851.6001,16307.766,6908.1865,11251.179,Test,2020-2023,48
2023-09-01,8211.0,7695.386959765774,7695.386959765774,7695.386959765774,5767.082009082905,9623.691910448642,7634.954,2861.3926,12408.516,5463.458,9806.45,Test,2020-2023,48
2023-10-01,8199.0,7845.8883513585415,7845.8883513585415,7845.8883513585415,5917.583400675672,9774.19330204141,7319.907,2683.9746,11955.84,5148.411,9491.403,Test,2020-2023,48
2023-11-01,7798.0,7816.6849123937845,7816.684912393784,7816.684912393785,5888.379961710915,9744.989863076653,7772.3257,3470.2002,12074.451,5600.8296,9943.822,Test,2020-2023,48
2023-12-01,8030.0,8032.269402896976,8032.269402896976,8032.269402896976,6103.964452214107,9960.574353579845,8108.1787,3739.2627,12477.095,5936.6826,10279.675,Test,2020-2023,48
